latitude,longitude,month,year,predicted_individuals
12.345678,24.876543,11,2013,7158.4067
12.345678,24.876543,12,2013,7785.1016
12.345678,24.876543,1,2014,6106.8257
12.345678,24.876543,2,2014,5812.344
14.22403,33.607028,7,2017,2591.1877
14.22403,33.607028,8,2017,3281.384
14.22403,33.607028,9,2017,4021.8433
14.22403,33.607028,10,2017,5149.1196
14.22403,33.607028,11,2017,6568.568
14.22403,33.607028,12,2017,8761.778
14.22403,33.607028,1,2018,2292.406
14.22403,33.607028,2,2018,1893.0085
14.22403,33.607028,3,2018,2103.1921
14.22403,33.607028,4,2018,1918.6892
14.22403,33.607028,5,2018,2048.203
14.22403,33.607028,6,2018,2277.1692
14.22403,33.607028,7,2018,2551.8103
14.22403,33.607028,8,2018,2923.7744
14.22403,33.607028,9,2018,3411.626
14.22403,33.607028,10,2018,4057.4846
14.22403,33.607028,11,2018,4943.0093
14.22403,33.607028,12,2018,6218.033
14.22403,33.607028,1,2019,1710.1624
14.22403,33.607028,2,2019,1485.8401
14.22403,33.607028,3,2019,1613.8782
14.22403,33.607028,4,2019,1521.1418
14.22403,33.607028,5,2019,1636.2698
14.22403,33.607028,6,2019,1815.2952
18.41113,22.378945,7,2017,19.27169
18.41113,22.378945,8,2017,-188.73515
18.41113,22.378945,9,2017,-360.7283
18.41113,22.378945,10,2017,-565.1932
18.41113,22.378945,11,2017,-653.36505
18.41113,22.378945,12,2017,-723.1678
18.41113,22.378945,1,2018,313.7463
18.41113,22.378945,2,2018,205.18916
18.41113,22.378945,3,2018,50.50753
18.41113,22.378945,4,2018,-68.89042
18.41113,22.378945,5,2018,-215.61162
18.41113,22.378945,6,2018,-351.5662
18.41113,22.378945,7,2018,-474.23904
18.41113,22.378945,8,2018,-584.8416
18.41113,22.378945,9,2018,-682.65216
18.41113,22.378945,10,2018,-767.92413
18.41113,22.378945,11,2018,-840.8255
18.41113,22.378945,12,2018,-901.3455
18.41113,22.378945,1,2019,121.971886
18.41113,22.378945,2,2019,17.176964
18.41113,22.378945,3,2019,-128.85674
18.41113,22.378945,4,2019,-243.44511
18.41113,22.378945,5,2019,-382.17166
18.41113,22.378945,6,2019,-510.76492
13.12,23.78,9,2018,4048.1045
13.12,23.78,10,2018,4021.4211
13.12,23.78,11,2018,3949.0737
13.12,23.78,12,2018,3824.9626
13.12,23.78,1,2019,6196.146
13.12,23.78,2,2019,5793.6167
13.12,23.78,3,2019,5337.213
13.12,23.78,4,2019,4997.4043
13.12,23.78,5,2019,4691.7197
13.12,23.78,6,2019,4416.9297
13.12,23.78,7,2019,4171.165
13.12,23.78,8,2019,3953.4355
13.12,23.78,9,2019,3762.5852
13.12,23.78,10,2019,3597.7263
13.12,23.78,11,2019,3458.2092
13.12,23.78,12,2019,3343.6746
13.12,23.78,1,2020,5621.1245
13.12,23.78,2,2020,5245.691
13.12,23.78,3,2020,4826.063
13.12,23.78,4,2020,4508.785
13.12,23.78,5,2020,4221.9365
13.12,23.78,6,2020,3963.3552
13.12,23.78,7,2020,3731.2913
13.12,23.78,8,2020,3524.7168
16.896561,23.587136,11,2015,3199.8909
16.896561,23.587136,12,2015,3178.752
16.896561,23.587136,1,2016,4044.395
16.896561,23.587136,2,2016,3734.626
16.896561,23.587136,3,2016,3397.058
16.896561,23.587136,4,2016,3139.522
16.896561,23.587136,5,2016,2904.1985
16.896561,23.587136,6,2016,2692.1465
16.896561,23.587136,7,2016,2503.7434
16.896561,23.587136,8,2016,2338.1013
16.896561,23.587136,9,2016,2194.674
16.896561,23.587136,10,2016,2073.1956
16.896561,23.587136,11,2016,1973.72
16.896561,23.587136,12,2016,1896.678
16.896561,23.587136,1,2017,3524.4941
16.896561,23.587136,2,2017,3325.7368
16.896561,23.587136,3,2017,2991.0266
16.896561,23.587136,4,2017,2750.4639
16.896561,23.587136,5,2017,2529.244
16.896561,23.587136,6,2017,2328.4905
16.896561,23.587136,7,2017,2148.8904
16.896561,23.587136,8,2017,1989.5886
16.896561,23.587136,9,2017,1849.9807
16.896561,23.587136,10,2017,1729.6902
12.784125,30.478965,7,2014,5629.0176
12.784125,30.478965,8,2014,6584.0137
12.784125,30.478965,9,2014,8369.798
12.784125,30.478965,10,2014,10816.284
12.784125,30.478965,11,2014,14703.299
12.784125,30.478965,12,2014,23345.275
12.784125,30.478965,1,2015,7176.4814
12.784125,30.478965,2,2015,5401.471
12.784125,30.478965,3,2015,5899.9443
12.784125,30.478965,4,2015,4966.211
12.784125,30.478965,5,2015,4951.7373
12.784125,30.478965,6,2015,5246.4517
12.784125,30.478965,7,2015,5586.809
12.784125,30.478965,8,2015,6160.3667
12.784125,30.478965,9,2015,6988.8
12.784125,30.478965,10,2015,8176.9585
12.784125,30.478965,11,2015,9992.392
12.784125,30.478965,12,2015,13042.09
12.784125,30.478965,1,2016,4761.8564
12.784125,30.478965,2,2016,4127.8647
12.784125,30.478965,3,2016,4262.6665
12.784125,30.478965,4,2016,3846.4468
12.784125,30.478965,5,2016,3921.6123
12.784125,30.478965,6,2016,4124.1445
14.123456,27.987654,10,2012,9269.317
14.123456,27.987654,11,2012,9252.889
14.123456,27.987654,12,2012,5076.4424
14.123456,27.987654,1,2013,9171.425
14.123456,27.987654,2,2013,9612.69
14.123456,27.987654,3,2013,8310.5205
14.123456,27.987654,4,2013,8351.462
14.123456,27.987654,5,2013,8295.895
14.123456,27.987654,6,2013,8039.8555
14.123456,27.987654,7,2013,7958.878
14.123456,27.987654,8,2013,7948.662
14.123456,27.987654,9,2013,7995.1104
14.123456,27.987654,10,2013,8140.952
14.123456,27.987654,11,2013,8396.845
14.123456,27.987654,12,2013,8788.978
14.123456,27.987654,1,2014,7981.57
14.123456,27.987654,2,2014,7559.1177
14.123456,27.987654,3,2014,7335.9775
14.123456,27.987654,4,2014,7032.02
14.123456,27.987654,5,2014,6787.123
14.123456,27.987654,6,2014,6608.6094
14.123456,27.987654,7,2014,6470.9756
14.123456,27.987654,8,2014,6385.879
14.123456,27.987654,9,2014,6358.46
12.56789,25.789012,5,2018,1951.7439
12.56789,25.789012,6,2018,1995.804
12.56789,25.789012,7,2018,2077.5793
12.56789,25.789012,8,2018,2144.9758
12.56789,25.789012,9,2018,2185.9143
12.56789,25.789012,10,2018,2251.175
12.56789,25.789012,11,2018,2343.763
12.56789,25.789012,12,2018,2472.158
12.56789,25.789012,1,2019,2309.0208
12.56789,25.789012,2,2019,2192.8074
12.56789,25.789012,3,2019,2090.4065
12.56789,25.789012,4,2019,1998.6985
12.56789,25.789012,5,2019,1926.8865
12.56789,25.789012,6,2019,1874.4534
12.56789,25.789012,7,2019,1842.2117
12.56789,25.789012,8,2019,1831.2571
12.56789,25.789012,9,2019,1842.906
12.56789,25.789012,10,2019,1879.0354
12.56789,25.789012,11,2019,1942.1814
12.56789,25.789012,12,2019,2035.7815
12.56789,25.789012,1,2020,2021.2742
12.56789,25.789012,2,2020,1912.3132
12.56789,25.789012,3,2020,1814.6853
12.56789,25.789012,4,2020,1727.8191
12.678901,25.890123,11,2019,2221.5393
12.678901,25.890123,12,2019,2597.5408
12.678901,25.890123,1,2020,1758.8958
12.678901,25.890123,2,2020,1494.6189
12.678901,25.890123,3,2020,1420.7415
12.678901,25.890123,4,2020,1350.1941
12.678901,25.890123,5,2020,1313.3181
12.678901,25.890123,6,2020,1297.4309
12.678901,25.890123,7,2020,1299.3762
12.678901,25.890123,8,2020,1320.3167
12.678901,25.890123,9,2020,1361.2898
12.678901,25.890123,10,2020,1424.1926
12.678901,25.890123,11,2020,1511.613
12.678901,25.890123,12,2020,1626.9895
12.678901,25.890123,1,2021,1330.4514
12.678901,25.890123,2,2021,1253.4885
12.678901,25.890123,3,2021,1192.0627
12.678901,25.890123,4,2021,1138.8997
12.678901,25.890123,5,2021,1104.7341
12.678901,25.890123,6,2021,1085.4597
12.678901,25.890123,7,2021,1081.6721
12.678901,25.890123,8,2021,1094.2805
12.678901,25.890123,9,2021,1124.3455
12.678901,25.890123,10,2021,1173.3904
12.789012,25.901234,6,2016,3734.9563
12.789012,25.901234,7,2016,3367.3538
12.789012,25.901234,8,2016,3631.3699
12.789012,25.901234,9,2016,3903.9214
12.789012,25.901234,10,2016,4014.1155
12.789012,25.901234,11,2016,4233.9995
12.789012,25.901234,12,2016,4508.768
12.789012,25.901234,1,2017,4125.245
12.789012,25.901234,2,2017,3929.4807
12.789012,25.901234,3,2017,3757.4724
12.789012,25.901234,4,2017,3560.9536
12.789012,25.901234,5,2017,3410.7131
12.789012,25.901234,6,2017,3292.0918
12.789012,25.901234,7,2017,3205.0217
12.789012,25.901234,8,2017,3155.647
12.789012,25.901234,9,2017,3145.028
12.789012,25.901234,10,2017,3176.8997
12.789012,25.901234,11,2017,3256.693
12.789012,25.901234,12,2017,3391.9102
12.789012,25.901234,1,2018,3404.2905
12.789012,25.901234,2,2018,3223.478
12.789012,25.901234,3,2018,3060.833
12.789012,25.901234,4,2018,2906.5444
12.789012,25.901234,5,2018,2762.9827
12.890123,25.012345,10,2018,1648.9167
12.890123,25.012345,11,2018,1556.927
12.890123,25.012345,12,2018,1522.3455
12.890123,25.012345,1,2019,3175.5
12.890123,25.012345,2,2019,2872.8074
12.890123,25.012345,3,2019,2600.443
12.890123,25.012345,4,2019,2408.068
12.890123,25.012345,5,2019,2197.2434
12.890123,25.012345,6,2019,2008.0061
12.890123,25.012345,7,2019,1838.7932
12.890123,25.012345,8,2019,1687.6643
12.890123,25.012345,9,2019,1554.3728
12.890123,25.012345,10,2019,1438.2439
12.890123,25.012345,11,2019,1338.8191
12.890123,25.012345,12,2019,1255.8093
12.890123,25.012345,1,2020,2836.3516
12.890123,25.012345,2,2020,2555.5217
12.890123,25.012345,3,2020,2300.4016
12.890123,25.012345,4,2020,2116.5837
12.890123,25.012345,5,2020,1918.0427
12.890123,25.012345,6,2020,1739.1833
12.890123,25.012345,7,2020,1578.6165
12.890123,25.012345,8,2020,1434.6785
12.890123,25.012345,9,2020,1307.0515
12.901234,25.123456,9,2018,1596.1096
12.901234,25.123456,10,2018,1643.1902
12.901234,25.123456,11,2018,1598.8279
12.901234,25.123456,12,2018,1588.2249
12.901234,25.123456,1,2019,2437.488
12.901234,25.123456,2,2019,2261.842
12.901234,25.123456,3,2019,2094.178
12.901234,25.123456,4,2019,1952.5168
12.901234,25.123456,5,2019,1823.4197
12.901234,25.123456,6,2019,1709.9749
12.901234,25.123456,7,2019,1611.738
12.901234,25.123456,8,2019,1528.5237
12.901234,25.123456,9,2019,1460.2585
12.901234,25.123456,10,2019,1407.0374
12.901234,25.123456,11,2019,1369.1389
12.901234,25.123456,12,2019,1347.053
12.901234,25.123456,1,2020,2205.7566
12.901234,25.123456,2,2020,2038.4133
12.901234,25.123456,3,2020,1878.0461
12.901234,25.123456,4,2020,1741.7585
12.901234,25.123456,5,2020,1617.2678
12.901234,25.123456,6,2020,1507.2551
12.901234,25.123456,7,2020,1411.2766
12.901234,25.123456,8,2020,1329.1199
12.012345,25.234567,3,2014,4773.887
12.012345,25.234567,4,2014,4597.296
12.012345,25.234567,5,2014,4775.7363
12.012345,25.234567,6,2014,4814.068
12.012345,25.234567,7,2014,4840.469
12.012345,25.234567,8,2014,4914.159
12.012345,25.234567,9,2014,5033.8
12.012345,25.234567,10,2014,5222.8203
12.012345,25.234567,11,2014,5499.627
12.012345,25.234567,12,2014,5890.835
12.012345,25.234567,1,2015,4900.7886
12.012345,25.234567,2,2015,4688.0703
12.012345,25.234567,3,2015,4489.311
12.012345,25.234567,4,2015,4297.115
12.012345,25.234567,5,2015,4175.302
12.012345,25.234567,6,2015,4090.1743
12.012345,25.234567,7,2015,4046.5203
12.012345,25.234567,8,2015,4046.862
12.012345,25.234567,9,2015,4094.1711
12.012345,25.234567,10,2015,4194.563
12.012345,25.234567,11,2015,4356.682
12.012345,25.234567,12,2015,4593.2656
12.012345,25.234567,1,2016,4175.0293
12.012345,25.234567,2,2016,3990.9941
12.123456,25.345678,12,2015,6361.915
12.123456,25.345678,1,2016,4732.8086
12.123456,25.345678,2,2016,3950.2422
12.123456,25.345678,3,2016,3930.825
12.123456,25.345678,4,2016,3699.5488
12.123456,25.345678,5,2016,3565.1301
12.123456,25.345678,6,2016,3479.1892
12.123456,25.345678,7,2016,3422.9858
12.123456,25.345678,8,2016,3405.4636
12.123456,25.345678,9,2016,3426.0962
12.123456,25.345678,10,2016,3488.7312
12.123456,25.345678,11,2016,3598.9502
12.123456,25.345678,12,2016,3764.7234
12.123456,25.345678,1,2017,3616.4026
12.123456,25.345678,2,2017,3450.7893
12.123456,25.345678,3,2017,3299.57
12.123456,25.345678,4,2017,3159.78
12.123456,25.345678,5,2017,3044.477
12.123456,25.345678,6,2017,2955.2046
12.123456,25.345678,7,2017,2893.22
12.123456,25.345678,8,2017,2860.092
12.123456,25.345678,9,2017,2857.6016
12.123456,25.345678,10,2017,2888.3115
12.123456,25.345678,11,2017,2955.8137
12.234567,25.456789,2,2015,666.3918
12.234567,25.456789,3,2015,3764.9465
12.234567,25.456789,4,2015,1733.8953
12.234567,25.456789,5,2015,3185.1355
12.234567,25.456789,6,2015,2934.2065
12.234567,25.456789,7,2015,2823.813
12.234567,25.456789,8,2015,2671.769
12.234567,25.456789,9,2015,2549.5505
12.234567,25.456789,10,2015,2446.0525
12.234567,25.456789,11,2015,2366.2585
12.234567,25.456789,12,2015,2309.5432
12.234567,25.456789,1,2016,3823.6692
12.234567,25.456789,2,2016,3508.441
12.234567,25.456789,3,2016,3257.8608
12.234567,25.456789,4,2016,3034.3845
12.234567,25.456789,5,2016,2824.1763
12.234567,25.456789,6,2016,2637.0496
12.234567,25.456789,7,2016,2471.4075
12.234567,25.456789,8,2016,2326.8518
12.234567,25.456789,9,2016,2202.8347
12.234567,25.456789,10,2016,2099.0925
12.234567,25.456789,11,2016,2015.5925
12.234567,25.456789,12,2016,1952.5906
12.234567,25.456789,1,2017,3453.7222
12.345678,25.56789,6,2018,1906.883
12.345678,25.56789,7,2018,1799.3625
12.345678,25.56789,8,2018,1793.4539
12.345678,25.56789,9,2018,1778.4641
12.345678,25.56789,10,2018,1777.6042
12.345678,25.56789,11,2018,1806.2351
12.345678,25.56789,12,2018,1863.3997
12.345678,25.56789,1,2019,2176.2761
12.345678,25.56789,2,2019,2029.4778
12.345678,25.56789,3,2019,1898.4324
12.345678,25.56789,4,2019,1785.5056
12.345678,25.56789,5,2019,1666.2117
12.345678,25.56789,6,2019,1566.9158
12.345678,25.56789,7,2019,1487.0217
12.345678,25.56789,8,2019,1426.7888
12.345678,25.56789,9,2019,1387.9451
12.345678,25.56789,10,2019,1371.2996
12.345678,25.56789,11,2019,1378.2214
12.345678,25.56789,12,2019,1410.6443
12.345678,25.56789,1,2020,1823.3855
12.345678,25.56789,2,2020,1684.2322
12.345678,25.56789,3,2020,1560.4124
12.345678,25.56789,4,2020,1456.0872
12.345678,25.56789,5,2020,1341.3606
12.456789,25.678901,1,2018,5309.107
12.456789,25.678901,2,2018,4734.467
12.456789,25.678901,3,2018,4367.09
12.456789,25.678901,4,2018,4045.5144
12.456789,25.678901,5,2018,3747.464
12.456789,25.678901,6,2018,3483.4673
12.456789,25.678901,7,2018,3247.2673
12.456789,25.678901,8,2018,3037.327
12.456789,25.678901,9,2018,2852.5876
12.456789,25.678901,10,2018,2692.005
12.456789,25.678901,11,2018,2554.8826
12.456789,25.678901,12,2018,2440.7976
12.456789,25.678901,1,2019,4608.948
12.456789,25.678901,2,2019,4172.3613
12.456789,25.678901,3,2019,3812.263
12.456789,25.678901,4,2019,3580.0657
12.456789,25.678901,5,2019,3303.2024
12.456789,25.678901,6,2019,3056.4988
12.456789,25.678901,7,2019,2835.8289
12.456789,25.678901,8,2019,2637.64
12.456789,25.678901,9,2019,2462.173
12.456789,25.678901,10,2019,2308.347
12.456789,25.678901,11,2019,2175.4739
12.456789,25.678901,12,2019,2063.072
12.89,23.45,2,2013,11731.193
12.89,23.45,3,2013,10003.9375
12.89,23.45,4,2013,9698.56
12.89,23.45,5,2013,9245.2705
12.89,23.45,6,2013,8587.45
12.89,23.45,7,2013,8055.4453
12.89,23.45,8,2013,7560.7407
12.89,23.45,9,2013,7122.7407
12.89,23.45,10,2013,6740.455
12.89,23.45,11,2013,6412.145
12.89,23.45,12,2013,6137.2617
12.89,23.45,1,2014,11257.738
12.89,23.45,2,2014,9865.105
12.89,23.45,3,2014,8968.744
12.89,23.45,4,2014,8561.175
12.89,23.45,5,2014,7901.5396
12.89,23.45,6,2014,7338.412
12.89,23.45,7,2014,6835.0376
12.89,23.45,8,2014,6378.7686
12.89,23.45,9,2014,5974.995
12.89,23.45,10,2014,5619.435
12.89,23.45,11,2014,5310.546
12.89,23.45,12,2014,5046.6143
12.89,23.45,1,2015,9824.294
12.7833,22.2833,3,2017,3628.6816
12.7833,22.2833,4,2017,3063.1194
12.7833,22.2833,5,2017,2751.4016
12.7833,22.2833,6,2017,2624.8708
12.7833,22.2833,7,2017,2450.7117
12.7833,22.2833,8,2017,2316.2283
12.7833,22.2833,9,2017,2203.7976
12.7833,22.2833,10,2017,2116.3425
12.7833,22.2833,11,2017,2053.9207
12.7833,22.2833,12,2017,2017.2966
12.7833,22.2833,1,2018,3196.3691
12.7833,22.2833,2,2018,2997.9185
12.7833,22.2833,3,2018,2820.5215
12.7833,22.2833,4,2018,2634.326
12.7833,22.2833,5,2018,2437.7122
12.7833,22.2833,6,2018,2262.3372
12.7833,22.2833,7,2018,2107.5256
12.7833,22.2833,8,2018,1974.614
12.7833,22.2833,9,2018,1863.6189
12.7833,22.2833,10,2018,1774.3967
12.7833,22.2833,11,2018,1707.0251
12.7833,22.2833,12,2018,1661.8962
12.7833,22.2833,1,2019,2855.167
12.7833,22.2833,2,2019,2665.695
12.7,22.2,5,2013,11813.856
12.7,22.2,6,2013,12451.735
12.7,22.2,7,2013,12341.138
12.7,22.2,8,2013,12343.978
12.7,22.2,9,2013,12271.406
12.7,22.2,10,2013,12325.649
12.7,22.2,11,2013,12490.255
12.7,22.2,12,2013,12858.877
12.7,22.2,1,2014,13537.519
12.7,22.2,2,2014,12969.179
12.7,22.2,3,2014,12355.746
12.7,22.2,4,2014,11706.77
12.7,22.2,5,2014,11110.732
12.7,22.2,6,2014,10583.656
12.7,22.2,7,2014,10136.85
12.7,22.2,8,2014,9773.325
12.7,22.2,9,2014,9496.233
12.7,22.2,10,2014,9309.178
12.7,22.2,11,2014,9218.365
12.7,22.2,12,2014,9233.859
12.7,22.2,1,2015,11090.525
12.7,22.2,2,2015,10666.398
12.7,22.2,3,2015,10202.218
12.7,22.2,4,2015,9663.547
13.874521,31.254789,7,2014,4511.103
13.874521,31.254789,8,2014,5035.818
13.874521,31.254789,9,2014,5253.2886
13.874521,31.254789,10,2014,5866.1
13.874521,31.254789,11,2014,6478.1294
13.874521,31.254789,12,2014,7266.34
13.874521,31.254789,1,2015,4008.266
13.874521,31.254789,2,2015,3799.4087
13.874521,31.254789,3,2015,3950.3496
13.874521,31.254789,4,2015,3861.8027
13.874521,31.254789,5,2015,3881.9165
13.874521,31.254789,6,2015,3962.0493
13.874521,31.254789,7,2015,4075.7854
13.874521,31.254789,8,2015,4241.695
13.874521,31.254789,9,2015,4469.0776
13.874521,31.254789,10,2015,4770.9087
13.874521,31.254789,11,2015,5167.6206
13.874521,31.254789,12,2015,5688.9067
13.874521,31.254789,1,2016,3478.9277
13.874521,31.254789,2,2016,3325.466
13.874521,31.254789,3,2016,3384.2183
13.874521,31.254789,4,2016,3312.899
13.874521,31.254789,5,2016,3315.9912
13.874521,31.254789,6,2016,3360.1455
11.987456,24.567891,3,2014,3861.1968
11.987456,24.567891,4,2014,3773.2537
11.987456,24.567891,5,2014,3538.9353
11.987456,24.567891,6,2014,3305.9624
11.987456,24.567891,7,2014,3093.663
11.987456,24.567891,8,2014,2906.7444
11.987456,24.567891,9,2014,2744.8062
11.987456,24.567891,10,2014,2607.4944
11.987456,24.567891,11,2014,2494.5242
11.987456,24.567891,12,2014,2405.9758
11.987456,24.567891,1,2015,4357.1406
11.987456,24.567891,2,2015,3953.487
11.987456,24.567891,3,2015,3669.4226
11.987456,24.567891,4,2015,3394.3599
11.987456,24.567891,5,2015,3141.0298
11.987456,24.567891,6,2015,2913.3445
11.987456,24.567891,7,2015,2710.1768
11.987456,24.567891,8,2015,2530.5754
11.987456,24.567891,9,2015,2373.6335
11.987456,24.567891,10,2015,2238.7058
11.987456,24.567891,11,2015,2125.3938
11.987456,24.567891,12,2015,2033.5769
11.987456,24.567891,1,2016,3935.9744
11.987456,24.567891,2,2016,3560.7773
12.345678,25.678912,3,2016,5395.128
12.345678,25.678912,4,2016,5685.768
12.345678,25.678912,5,2016,5575.379
12.345678,25.678912,6,2016,4957.0347
12.345678,25.678912,7,2016,4702.7036
12.345678,25.678912,8,2016,4442.1914
12.345678,25.678912,9,2016,4215.9956
12.345678,25.678912,10,2016,4028.0376
12.345678,25.678912,11,2016,3871.3806
12.345678,25.678912,12,2016,3747.3147
12.345678,25.678912,1,2017,6299.431
12.345678,25.678912,2,2017,5710.278
12.345678,25.678912,3,2017,5250.3794
12.345678,25.678912,4,2017,4987.432
12.345678,25.678912,5,2017,4640.6743
12.345678,25.678912,6,2017,4336.8174
12.345678,25.678912,7,2017,4068.0037
12.345678,25.678912,8,2017,3827.5742
12.345678,25.678912,9,2017,3617.381
12.345678,25.678912,10,2017,3435.9207
12.345678,25.678912,11,2017,3282.5337
12.345678,25.678912,12,2017,3156.858
12.345678,25.678912,1,2018,5607.8115
12.345678,25.678912,2,2018,5075.3555
12.876543,24.123456,9,2014,5940.472
12.876543,24.123456,10,2014,6552.5757
12.876543,24.123456,11,2014,5180.9956
12.876543,24.123456,12,2014,5052.408
12.876543,24.123456,1,2015,5226.738
12.876543,24.123456,2,2015,4700.8384
12.876543,24.123456,3,2015,4383.004
12.876543,24.123456,4,2015,4115.6816
12.876543,24.123456,5,2015,3813.9448
12.876543,24.123456,6,2015,3573.9783
12.876543,24.123456,7,2015,3371.7903
12.876543,24.123456,8,2015,3204.9482
12.876543,24.123456,9,2015,3081.2021
12.876543,24.123456,10,2015,2998.9773
12.876543,24.123456,11,2015,2960.944
12.876543,24.123456,12,2015,2971.2131
12.876543,24.123456,1,2016,3906.399
12.876543,24.123456,2,2016,3624.0771
12.876543,24.123456,3,2016,3389.4912
12.876543,24.123456,4,2016,3230.7732
12.876543,24.123456,5,2016,2985.4458
12.876543,24.123456,6,2016,2777.019
12.876543,24.123456,7,2016,2597.9788
12.876543,24.123456,8,2016,2441.9827
13.789012,25.432109,3,2014,7692.345
13.789012,25.432109,4,2014,7053.51
13.789012,25.432109,5,2014,6489.0757
13.789012,25.432109,6,2014,6504.724
13.789012,25.432109,7,2014,6177.9224
13.789012,25.432109,8,2014,5906.361
13.789012,25.432109,9,2014,5691.932
13.789012,25.432109,10,2014,5509.5483
13.789012,25.432109,11,2014,5374.7744
13.789012,25.432109,12,2014,5287.899
13.789012,25.432109,1,2015,7722.366
13.789012,25.432109,2,2015,7149.924
13.789012,25.432109,3,2015,6531.4136
13.789012,25.432109,4,2015,6252.7676
13.789012,25.432109,5,2015,5869.4385
13.789012,25.432109,6,2015,5520.566
13.789012,25.432109,7,2015,5225.0728
13.789012,25.432109,8,2015,4963.7144
13.789012,25.432109,9,2015,4741.0537
13.789012,25.432109,10,2015,4556.632
13.789012,25.432109,11,2015,4410.1567
13.789012,25.432109,12,2015,4302.44
13.789012,25.432109,1,2016,6747.9653
13.789012,25.432109,2,2016,6228.3022
12.56789,26.789012,3,2014,7681.299
12.56789,26.789012,4,2014,6940.0303
12.56789,26.789012,5,2014,8310.253
12.56789,26.789012,6,2014,7700.322
12.56789,26.789012,7,2014,7866.9365
12.56789,26.789012,8,2014,8411.3545
12.56789,26.789012,9,2014,8877.022
12.56789,26.789012,10,2014,9787.592
12.56789,26.789012,11,2014,11218.209
12.56789,26.789012,12,2014,13530.545
12.56789,26.789012,1,2015,7680.916
12.56789,26.789012,2,2015,7154.4897
12.56789,26.789012,3,2015,7142.1973
12.56789,26.789012,4,2015,6138.6367
12.56789,26.789012,5,2015,5938.2046
12.56789,26.789012,6,2015,5858.212
12.56789,26.789012,7,2015,5769.0366
12.56789,26.789012,8,2015,5865.886
12.56789,26.789012,9,2015,6069.815
12.56789,26.789012,10,2015,6401.986
12.56789,26.789012,11,2015,6919.903
12.56789,26.789012,12,2015,7683.2144
12.56789,26.789012,1,2016,5361.3213
12.56789,26.789012,2,2016,5095.2925
13.456789,25.234567,7,2014,4367.2856
13.456789,25.234567,8,2014,4473.59
13.456789,25.234567,9,2014,4575.5396
13.456789,25.234567,10,2014,4949.798
13.456789,25.234567,11,2014,5297.994
13.456789,25.234567,12,2014,5798.643
13.456789,25.234567,1,2015,4500.6504
13.456789,25.234567,2,2015,4257.3345
13.456789,25.234567,3,2015,4085.4421
13.456789,25.234567,4,2015,3897.541
13.456789,25.234567,5,2015,3794.3494
13.456789,25.234567,6,2015,3731.4695
13.456789,25.234567,7,2015,3709.93
13.456789,25.234567,8,2015,3734.54
13.456789,25.234567,9,2015,3808.6003
13.456789,25.234567,10,2015,3939.7927
13.456789,25.234567,11,2015,4139.2935
13.456789,25.234567,12,2015,4423.7686
13.456789,25.234567,1,2016,3773.4038
13.456789,25.234567,2,2016,3583.4211
13.456789,25.234567,3,2016,3429.3699
13.456789,25.234567,4,2016,3278.5278
13.456789,25.234567,5,2016,3175.0635
13.456789,25.234567,6,2016,3102.6438
11.67,22.34,8,2014,5973.185
11.67,22.34,9,2014,5283.34
11.67,22.34,10,2014,6077.7896
11.67,22.34,11,2014,6404.865
11.67,22.34,12,2014,6613.036
11.67,22.34,1,2015,8589.319
11.67,22.34,2,2015,8194.255
11.67,22.34,3,2015,7938.7153
11.67,22.34,4,2015,7729.4995
11.67,22.34,5,2015,7259.0366
11.67,22.34,6,2015,6859.3726
11.67,22.34,7,2015,6479.897
11.67,22.34,8,2015,6133.381
11.67,22.34,9,2015,5847.22
11.67,22.34,10,2015,5617.775
11.67,22.34,11,2015,5451.366
11.67,22.34,12,2015,5351.5
11.67,22.34,1,2016,7245.9805
11.67,22.34,2,2016,6782.543
11.67,22.34,3,2016,6487.482
11.67,22.34,4,2016,6254.3687
11.67,22.34,5,2016,5818.632
11.67,22.34,6,2016,5449.8813
11.67,22.34,7,2016,5107.2793
14.2,32.37,8,2014,5595.1772
14.2,32.37,9,2014,6185.1274
14.2,32.37,10,2014,6690.0596
14.2,32.37,11,2014,7707.8228
14.2,32.37,12,2014,8755.675
14.2,32.37,1,2015,4782.326
14.2,32.37,2,2015,4521.3086
14.2,32.37,3,2015,4858.289
14.2,32.37,4,2015,4588.38
14.2,32.37,5,2015,4560.8657
14.2,32.37,6,2015,4663.481
14.2,32.37,7,2015,4763.9385
14.2,32.37,8,2015,4932.439
14.2,32.37,9,2015,5180.891
14.2,32.37,10,2015,5514.119
14.2,32.37,11,2015,5961.0503
14.2,32.37,12,2015,6559.691
14.2,32.37,1,2016,4067.0188
14.2,32.37,2,2016,3875.0334
14.2,32.37,3,2016,4000.3098
14.2,32.37,4,2016,3825.154
14.2,32.37,5,2016,3795.1611
14.2,32.37,6,2016,3835.639
14.2,32.37,7,2016,3891.9072
13.45,25.67,9,2014,3881.9707
13.45,25.67,10,2014,4814.7983
13.45,25.67,11,2014,4413.7407
13.45,25.67,12,2014,4140.18
13.45,25.67,1,2015,4937.448
13.45,25.67,2,2015,4613.3174
13.45,25.67,3,2015,4308.921
13.45,25.67,4,2015,4111.8604
13.45,25.67,5,2015,3886.4316
13.45,25.67,6,2015,3692.8323
13.45,25.67,7,2015,3532.6472
13.45,25.67,8,2015,3401.0344
13.45,25.67,9,2015,3301.1177
13.45,25.67,10,2015,3233.8047
